uf,name,code,dbpedia,dbpedia_pt,wikidata
MG,Augusto de Lima,3104809,"http://dbpedia.org/resource/Augusto_de_Lima,_Minas_Gerais",http://pt.dbpedia.org/resource/Augusto_de_Lima,http://www.wikidata.org/entity/Q1791783
MG,Açucena,3100500,http://dbpedia.org/resource/Açucena,http://pt.dbpedia.org/resource/Açucena_(Minas_Gerais),http://www.wikidata.org/entity/Q1791887
MG,Baependi,3104908,http://dbpedia.org/resource/Baependi,http://pt.dbpedia.org/resource/Baependi,http://www.wikidata.org/entity/Q947342
MG,Baldim,3105004,http://dbpedia.org/resource/Baldim,,http://www.wikidata.org/entity/Q1756922
MG,Bambuí,3105103,http://dbpedia.org/resource/Bambuí,http://pt.dbpedia.org/resource/Bambuí,http://www.wikidata.org/entity/Q1756027
MG,Bandeira,3105202,"http://dbpedia.org/resource/Bandeira,_Minas_Gerais",http://pt.dbpedia.org/resource/Bandeira_(Minas_Gerais),http://www.wikidata.org/entity/Q1756019
MG,Bandeira do Sul,3105301,http://dbpedia.org/resource/Bandeira_do_Sul,http://pt.dbpedia.org/resource/Bandeira_do_Sul,http://www.wikidata.org/entity/Q1756203
MG,Barbacena,3105608,http://dbpedia.org/resource/Barbacena,http://pt.dbpedia.org/resource/Barbacena_(Minas_Gerais),http://www.wikidata.org/entity/Q20454531
MG,Barra Longa,3105707,http://dbpedia.org/resource/Barra_Longa,http://pt.dbpedia.org/resource/Barra_Longa,http://www.wikidata.org/entity/Q425598
MG,Barroso,3105905,"http://dbpedia.org/resource/Barroso,_Minas_Gerais",http://pt.dbpedia.org/resource/Barroso,http://www.wikidata.org/entity/Q1792962
MG,Barão de Cocais,3105400,,http://pt.dbpedia.org/resource/Barão_de_Cocais,http://www.wikidata.org/entity/Q770910
MG,Barão de Monte Alto,3105509,,http://pt.dbpedia.org/resource/Barão_de_Monte_Alto,http://www.wikidata.org/entity/Q1791836
MG,Bela Vista de Minas,3106002,http://dbpedia.org/resource/Bela_Vista_de_Minas,http://pt.dbpedia.org/resource/Bela_Vista_de_Minas,http://www.wikidata.org/entity/Q1793085
MG,Belmiro Braga,3106101,http://dbpedia.org/resource/Belmiro_Braga,http://pt.dbpedia.org/resource/Belmiro_Braga,http://www.wikidata.org/entity/Q1793075
MG,Belo Horizonte,3106200,http://dbpedia.org/resource/Belo_Horizonte,http://pt.dbpedia.org/resource/Belo_Horizonte,http://www.wikidata.org/entity/Q42800
MG,Belo Oriente,3106309,http://dbpedia.org/resource/Belo_Oriente,http://pt.dbpedia.org/resource/Belo_Oriente,http://www.wikidata.org/entity/Q22062777
MG,Belo Vale,3106408,http://dbpedia.org/resource/Belo_Vale,http://pt.dbpedia.org/resource/Belo_Vale,http://www.wikidata.org/entity/Q1756538
MG,Berilo,3106507,http://dbpedia.org/resource/Berilo,http://pt.dbpedia.org/resource/Berilo_(Minas_Gerais),http://www.wikidata.org/entity/Q1756010
MG,Berizal,3106655,http://dbpedia.org/resource/Berizal,http://pt.dbpedia.org/resource/Berizal,http://www.wikidata.org/entity/Q1779991
MG,Bertópolis,3106606,http://dbpedia.org/resource/Bertópolis,http://pt.dbpedia.org/resource/Bertópolis,http://www.wikidata.org/entity/Q1756857
MG,Betim,3106705,http://dbpedia.org/resource/Betim,http://pt.dbpedia.org/resource/Betim,http://www.wikidata.org/entity/Q737644
MG,Bias Fortes,3106804,http://dbpedia.org/resource/Bias_Fortes,http://pt.dbpedia.org/resource/Bias_Fortes,http://www.wikidata.org/entity/Q950047
MG,Bicas,3106903,http://dbpedia.org/resource/Bicas,http://pt.dbpedia.org/resource/Bicas,http://www.wikidata.org/entity/Q1792282
MG,Biquinhas,3107000,http://dbpedia.org/resource/Biquinhas,http://pt.dbpedia.org/resource/Biquinhas,http://www.wikidata.org/entity/Q1791946
MG,Boa Esperança,3107109,"http://dbpedia.org/resource/Boa_Esperança,_Minas_Gerais",http://pt.dbpedia.org/resource/Boa_Esperança_(Minas_Gerais),http://www.wikidata.org/entity/Q22048427
MG,Bocaina de Minas,3107208,http://dbpedia.org/resource/Bocaina_de_Minas,http://pt.dbpedia.org/resource/Bocaina_de_Minas,http://www.wikidata.org/entity/Q1756950
MG,Bocaiúva,3107307,,,
MG,Bom Despacho,3107406,"http://dbpedia.org/resource/Bom_Despacho,_Minas_Gerais",http://pt.dbpedia.org/resource/Bom_Despacho,http://www.wikidata.org/entity/Q22062765
MG,Bom Jardim de Minas,3107505,http://dbpedia.org/resource/Bom_Jardim_de_Minas,http://pt.dbpedia.org/resource/Bom_Jardim_de_Minas,http://www.wikidata.org/entity/Q1791774
MG,Bom Jesus da Penha,3107604,http://dbpedia.org/resource/Bom_Jesus_da_Penha,http://pt.dbpedia.org/resource/Bom_Jesus_da_Penha,http://www.wikidata.org/entity/Q1793211
MG,Bom Jesus do Amparo,3107703,http://dbpedia.org/resource/Bom_Jesus_do_Amparo,http://pt.dbpedia.org/resource/Bom_Jesus_do_Amparo,http://www.wikidata.org/entity/Q1754959
MG,Bom Jesus do Galho,3107802,http://dbpedia.org/resource/Bom_Jesus_do_Galho,http://pt.dbpedia.org/resource/Bom_Jesus_do_Galho,http://www.wikidata.org/entity/Q891733
MG,Bom Repouso,3107901,http://dbpedia.org/resource/Bom_Repouso,http://pt.dbpedia.org/resource/Bom_Repouso,http://www.wikidata.org/entity/Q784417
MG,Bom Sucesso,3108008,"http://dbpedia.org/resource/Bom_Sucesso,_Minas_Gerais",http://pt.dbpedia.org/resource/Bom_Sucesso_(Minas_Gerais),http://www.wikidata.org/entity/Q1805732
MG,Bonfim,3108107,"http://dbpedia.org/resource/Bonfim,_Minas_Gerais",http://pt.dbpedia.org/resource/Bonfim_(Minas_Gerais),http://www.wikidata.org/entity/Q22062759
MG,Bonfinópolis de Minas,3108206,http://dbpedia.org/resource/Bonfinópolis_de_Minas,http://pt.dbpedia.org/resource/Bonfinópolis_de_Minas,http://www.wikidata.org/entity/Q1792291
MG,Bonito de Minas,3108255,http://dbpedia.org/resource/Bonito_de_Minas,http://pt.dbpedia.org/resource/Bonito_de_Minas,http://www.wikidata.org/entity/Q1791871
MG,Borda da Mata,3108305,http://dbpedia.org/resource/Borda_da_Mata,http://pt.dbpedia.org/resource/Borda_da_Mata,http://www.wikidata.org/entity/Q1792820
MG,Botelhos,3108404,http://dbpedia.org/resource/Botelhos,http://pt.dbpedia.org/resource/Botelhos,http://www.wikidata.org/entity/Q22048747
MG,Botumirim,3108503,http://dbpedia.org/resource/Botumirim,http://pt.dbpedia.org/resource/Botumirim,http://www.wikidata.org/entity/Q1749817
MG,Brasilândia de Minas,3108552,http://dbpedia.org/resource/Brasilândia_de_Minas,http://pt.dbpedia.org/resource/Brasilândia_de_Minas,http://www.wikidata.org/entity/Q1792033
MG,Brasília de Minas,3108602,http://dbpedia.org/resource/Brasília_de_Minas,http://pt.dbpedia.org/resource/Brasília_de_Minas,http://www.wikidata.org/entity/Q22062752
MG,Brazópolis,3108909,http://dbpedia.org/resource/Brasópolis,http://pt.dbpedia.org/resource/Brazópolis,http://www.wikidata.org/entity/Q1749826
MG,Braúnas,3108800,http://dbpedia.org/resource/Braúnas,http://pt.dbpedia.org/resource/Braúnas,http://www.wikidata.org/entity/Q252608
MG,Brumadinho,3109006,http://dbpedia.org/resource/Brumadinho,http://pt.dbpedia.org/resource/Brumadinho,http://www.wikidata.org/entity/Q1751212
MG,Brás Pires,3108701,http://dbpedia.org/resource/Brás_Pires,http://pt.dbpedia.org/resource/Brás_Pires,http://www.wikidata.org/entity/Q668048
MG,Bueno Brandão,3109105,http://dbpedia.org/resource/Bueno_Brandão,http://pt.dbpedia.org/resource/Bueno_Brandão,http://www.wikidata.org/entity/Q1792008
MG,Buenópolis,3109204,http://dbpedia.org/resource/Buenópolis,http://pt.dbpedia.org/resource/Buenópolis,http://www.wikidata.org/entity/Q1756275
MG,Bugre,3109253,http://dbpedia.org/resource/Bugre,http://pt.dbpedia.org/resource/Bugre_(Minas_Gerais),http://www.wikidata.org/entity/Q1793226
MG,Buritis,3109303,http://dbpedia.org/resource/Buritis,http://pt.dbpedia.org/resource/Buritis_(Minas_Gerais),http://www.wikidata.org/entity/Q1792148
MG,Buritizeiro,3109402,http://dbpedia.org/resource/Buritizeiro,http://pt.dbpedia.org/resource/Buritizeiro,http://www.wikidata.org/entity/Q1792028
MG,Cabeceira Grande,3109451,http://dbpedia.org/resource/Cabeceira_Grande,http://pt.dbpedia.org/resource/Cabeceira_Grande,http://www.wikidata.org/entity/Q1756530
MG,Cabo Verde,3109501,"http://dbpedia.org/resource/Cabo_Verde,_Minas_Gerais",http://pt.dbpedia.org/resource/Cabo_Verde_(Minas_Gerais),http://www.wikidata.org/entity/Q1815606
MG,Cachoeira Dourada,3109808,"http://dbpedia.org/resource/Cachoeira_Dourada,_Minas_Gerais",http://pt.dbpedia.org/resource/Cachoeira_Dourada_(Minas_Gerais),http://www.wikidata.org/entity/Q2077925
MG,Cachoeira da Prata,3109600,http://dbpedia.org/resource/Cachoeira_da_Prata,http://pt.dbpedia.org/resource/Cachoeira_da_Prata,http://www.wikidata.org/entity/Q1792770
MG,Cachoeira de Minas,3109709,http://dbpedia.org/resource/Cachoeira_de_Minas,http://pt.dbpedia.org/resource/Cachoeira_de_Minas,http://www.wikidata.org/entity/Q1756102
MG,Cachoeira de Pajeú,3102704,http://dbpedia.org/resource/Cachoeira_de_Pajeú,http://pt.dbpedia.org/resource/Cachoeira_de_Pajeú,http://www.wikidata.org/entity/Q676007
MG,Caetanópolis,3109907,http://dbpedia.org/resource/Caetanópolis,http://pt.dbpedia.org/resource/Caetanópolis,http://www.wikidata.org/entity/Q1792016
MG,Caeté,3110004,http://dbpedia.org/resource/Caeté,http://pt.dbpedia.org/resource/Caeté,http://www.wikidata.org/entity/Q1755373
MG,Caiana,3110103,http://dbpedia.org/resource/Caiana,http://pt.dbpedia.org/resource/Caiana,http://www.wikidata.org/entity/Q1791846
MG,Cajuri,3110202,http://dbpedia.org/resource/Cajuri,http://pt.dbpedia.org/resource/Cajuri,http://www.wikidata.org/entity/Q1756147
MG,Caldas,3110301,"http://dbpedia.org/resource/Caldas,_Minas_Gerais",http://pt.dbpedia.org/resource/Caldas,http://www.wikidata.org/entity/Q22062733
MG,Camacho,3110400,"http://dbpedia.org/resource/Camacho,_Minas_Gerais",http://pt.dbpedia.org/resource/Camacho,http://www.wikidata.org/entity/Q1756303
MG,Camanducaia,3110509,http://dbpedia.org/resource/Camanducaia,http://pt.dbpedia.org/resource/Camanducaia,http://www.wikidata.org/entity/Q1754774
MG,Cambuquira,3110707,http://dbpedia.org/resource/Cambuquira,http://pt.dbpedia.org/resource/Cambuquira,http://www.wikidata.org/entity/Q22047057
MG,Cambuí,3110608,http://dbpedia.org/resource/Cambuí,http://pt.dbpedia.org/resource/Cambuí_(Minas_Gerais),http://www.wikidata.org/entity/Q1756818
MG,Campanha,3110905,http://dbpedia.org/resource/Campanha,http://pt.dbpedia.org/resource/Campanha,http://www.wikidata.org/entity/Q1780173
MG,Campanário,3110806,"http://dbpedia.org/resource/Campanário,_Minas_Gerais",http://pt.dbpedia.org/resource/Campanário_(Minas_Gerais),http://www.wikidata.org/entity/Q1957976
MG,Campestre,3111002,"http://dbpedia.org/resource/Campestre,_Minas_Gerais",http://pt.dbpedia.org/resource/Campestre_(Minas_Gerais),http://www.wikidata.org/entity/Q2077804
MG,Campina Verde,3111101,http://dbpedia.org/resource/Campina_Verde,http://pt.dbpedia.org/resource/Campina_Verde,http://www.wikidata.org/entity/Q1756064
MG,Campo Azul,3111150,"http://dbpedia.org/resource/Campo_Azul,_Minas_Gerais",http://pt.dbpedia.org/resource/Campo_Azul,http://www.wikidata.org/entity/Q1792812
MG,Campo Belo,3111200,http://dbpedia.org/resource/Campo_Belo,http://pt.dbpedia.org/resource/Campo_Belo,http://www.wikidata.org/entity/Q595804
MG,Campo Florido,3111408,http://dbpedia.org/resource/Campo_Florido,http://pt.dbpedia.org/resource/Campo_Florido,http://www.wikidata.org/entity/Q744740
MG,Campo do Meio,3111309,http://dbpedia.org/resource/Campo_do_Meio,http://pt.dbpedia.org/resource/Campo_do_Meio,http://www.wikidata.org/entity/Q581679
MG,Campos Altos,3111507,,http://pt.dbpedia.org/resource/Campos_Altos,http://www.wikidata.org/entity/Q585412
MG,Campos Gerais,3111606,http://dbpedia.org/resource/Campos_Gerais,http://pt.dbpedia.org/resource/Campos_Gerais,http://www.wikidata.org/entity/Q1791960
MG,Cana Verde,3111903,http://dbpedia.org/resource/Cana_Verde,http://pt.dbpedia.org/resource/Cana_Verde,http://www.wikidata.org/entity/Q1756972
MG,Canaã,3111705,http://dbpedia.org/resource/Canaã,http://pt.dbpedia.org/resource/Canaã_(Minas_Gerais),http://www.wikidata.org/entity/Q610966
MG,Candeias,3112000,,http://pt.dbpedia.org/resource/Candeias_(Minas_Gerais),http://www.wikidata.org/entity/Q1906206
MG,Cantagalo,3112059,"http://dbpedia.org/resource/Cantagalo,_Minas_Gerais",http://pt.dbpedia.org/resource/Cantagalo_(Minas_Gerais),http://www.wikidata.org/entity/Q22062707
MG,Canápolis,3111804,http://dbpedia.org/resource/Canápolis,http://pt.dbpedia.org/resource/Canápolis_(Minas_Gerais),http://www.wikidata.org/entity/Q1805812
MG,Caparaó,3112109,http://dbpedia.org/resource/Caparaó,http://pt.dbpedia.org/resource/Caparaó,http://www.wikidata.org/entity/Q742409
MG,Capela Nova,3112208,http://dbpedia.org/resource/Capela_Nova,http://pt.dbpedia.org/resource/Capela_Nova,http://www.wikidata.org/entity/Q1792798
MG,Capelinha,3112307,http://dbpedia.org/resource/Capelinha,http://pt.dbpedia.org/resource/Capelinha,http://www.wikidata.org/entity/Q1756225
MG,Capetinga,3112406,http://dbpedia.org/resource/Capetinga,http://pt.dbpedia.org/resource/Capetinga,http://www.wikidata.org/entity/Q1791736
MG,Capim Branco,3112505,http://dbpedia.org/resource/Capim_Branco,http://pt.dbpedia.org/resource/Capim_Branco,http://www.wikidata.org/entity/Q1792057
MG,Capinópolis,3112604,http://dbpedia.org/resource/Capinópolis,http://pt.dbpedia.org/resource/Capinópolis,http://www.wikidata.org/entity/Q1791729
MG,Capitão Andrade,3112653,http://dbpedia.org/resource/Capitão_Andrade,http://pt.dbpedia.org/resource/Capitão_Andrade,http://www.wikidata.org/entity/Q1791913
MG,Capitão Enéas,3112703,http://dbpedia.org/resource/Capitão_Enéas,http://pt.dbpedia.org/resource/Capitão_Enéas,http://www.wikidata.org/entity/Q1791743
MG,Capitólio,3112802,http://dbpedia.org/resource/Capitólio,http://pt.dbpedia.org/resource/Capitólio_(Minas_Gerais),http://www.wikidata.org/entity/Q1257195
MG,Caputira,3112901,,http://pt.dbpedia.org/resource/Caputira,http://www.wikidata.org/entity/Q1756268
MG,Caranaíba,3113107,http://dbpedia.org/resource/Caranaíba,http://pt.dbpedia.org/resource/Caranaíba,http://www.wikidata.org/entity/Q1791921
MG,Carandaí,3113206,http://dbpedia.org/resource/Carandaí,http://pt.dbpedia.org/resource/Carandaí,http://www.wikidata.org/entity/Q1792927
MG,Carangola,3113305,http://dbpedia.org/resource/Carangola,http://pt.dbpedia.org/resource/Carangola,http://www.wikidata.org/entity/Q22047439
MG,Caratinga,3113404,http://dbpedia.org/resource/Caratinga,http://pt.dbpedia.org/resource/Caratinga,http://www.wikidata.org/entity/Q905175
MG,Caraí,3113008,http://dbpedia.org/resource/Caraí,http://pt.dbpedia.org/resource/Caraí,http://www.wikidata.org/entity/Q584168
MG,Carbonita,3113503,http://dbpedia.org/resource/Carbonita,http://pt.dbpedia.org/resource/Carbonita,http://www.wikidata.org/entity/Q1756831
MG,Careaçu,3113602,http://dbpedia.org/resource/Careaçu,http://pt.dbpedia.org/resource/Careaçu,http://www.wikidata.org/entity/Q1791938
MG,Carlos Chagas,3113701,"http://dbpedia.org/resource/Carlos_Chagas,_Minas_Gerais",http://pt.dbpedia.org/resource/Carlos_Chagas_(Minas_Gerais),http://www.wikidata.org/entity/Q1650857
MG,Carmo da Cachoeira,3113909,http://dbpedia.org/resource/Carmo_da_Cachoeira,http://pt.dbpedia.org/resource/Carmo_da_Cachoeira,http://www.wikidata.org/entity/Q1793236
MG,Carmo da Mata,3114006,http://dbpedia.org/resource/Carmo_da_Mata,http://pt.dbpedia.org/resource/Carmo_da_Mata,http://www.wikidata.org/entity/Q1792041
MG,Carmo de Minas,3114105,http://dbpedia.org/resource/Carmo_de_Minas,http://pt.dbpedia.org/resource/Carmo_de_Minas,http://www.wikidata.org/entity/Q1756231
MG,Carmo do Cajuru,3114204,http://dbpedia.org/resource/Carmo_do_Cajuru,http://pt.dbpedia.org/resource/Carmo_do_Cajuru,http://www.wikidata.org/entity/Q22062685
MG,Carmo do Paranaíba,3114303,http://dbpedia.org/resource/Carmo_do_Paranaíba,http://pt.dbpedia.org/resource/Carmo_do_Paranaíba,http://www.wikidata.org/entity/Q1792297
MG,Carmo do Rio Claro,3114402,http://dbpedia.org/resource/Carmo_do_Rio_Claro,http://pt.dbpedia.org/resource/Carmo_do_Rio_Claro,http://www.wikidata.org/entity/Q22047495
MG,Carmésia,3113800,http://dbpedia.org/resource/Carmésia,http://pt.dbpedia.org/resource/Carmésia,http://www.wikidata.org/entity/Q1791995
MG,Carmópolis de Minas,3114501,http://dbpedia.org/resource/Carmópolis_de_Minas,http://pt.dbpedia.org/resource/Carmópolis_de_Minas,http://www.wikidata.org/entity/Q988774
MG,Carneirinho,3114550,http://dbpedia.org/resource/Carneirinho,http://pt.dbpedia.org/resource/Carneirinho,http://www.wikidata.org/entity/Q734337
MG,Carrancas,3114600,"http://dbpedia.org/resource/Carrancas,_Minas_Gerais",http://pt.dbpedia.org/resource/Carrancas,http://www.wikidata.org/entity/Q1756048
MG,Carvalhos,3114808,"http://dbpedia.org/resource/Carvalhos,_Minas_Gerais",http://pt.dbpedia.org/resource/Carvalhos_(Minas_Gerais),http://www.wikidata.org/entity/Q741443
MG,Carvalhópolis,3114709,http://dbpedia.org/resource/Carvalhópolis,http://pt.dbpedia.org/resource/Carvalhópolis,http://www.wikidata.org/entity/Q1756420
MG,Casa Grande,3114907,"http://dbpedia.org/resource/Casa_Grande,_Minas_Gerais",http://pt.dbpedia.org/resource/Casa_Grande,http://www.wikidata.org/entity/Q1074537
MG,Cascalho Rico,3115003,http://dbpedia.org/resource/Cascalho_Rico,http://pt.dbpedia.org/resource/Cascalho_Rico,http://www.wikidata.org/entity/Q1792827
MG,Cataguases,3115300,http://dbpedia.org/resource/Cataguases,http://pt.dbpedia.org/resource/Cataguases,http://www.wikidata.org/entity/Q22047588
MG,Catas Altas,3115359,http://dbpedia.org/resource/Catas_Altas,http://pt.dbpedia.org/resource/Catas_Altas,http://www.wikidata.org/entity/Q771327
MG,Catas Altas da Noruega,3115409,http://dbpedia.org/resource/Catas_Altas_da_Noruega,http://pt.dbpedia.org/resource/Catas_Altas_da_Noruega,http://www.wikidata.org/entity/Q567987
MG,Catuji,3115458,http://dbpedia.org/resource/Catuji,http://pt.dbpedia.org/resource/Catuji,http://www.wikidata.org/entity/Q1756976
MG,Catuti,3115474,http://dbpedia.org/resource/Catuti,http://pt.dbpedia.org/resource/Catuti,http://www.wikidata.org/entity/Q1756871
MG,Caxambu,3115508,http://dbpedia.org/resource/Caxambu,http://pt.dbpedia.org/resource/Caxambu,http://www.wikidata.org/entity/Q22045901
MG,Cedro do Abaeté,3115607,http://dbpedia.org/resource/Cedro_do_Abaeté,http://pt.dbpedia.org/resource/Cedro_do_Abaeté,http://www.wikidata.org/entity/Q1791928
MG,Central de Minas,3115706,http://dbpedia.org/resource/Central_de_Minas,http://pt.dbpedia.org/resource/Central_de_Minas,http://www.wikidata.org/entity/Q650650
MG,Centralina,3115805,"http://dbpedia.org/resource/Centralina,_Minas_Gerais",http://pt.dbpedia.org/resource/Centralina,http://www.wikidata.org/entity/Q1792154
MG,Chalé,3116001,http://dbpedia.org/resource/Chalé,http://pt.dbpedia.org/resource/Chalé_(Minas_Gerais),http://www.wikidata.org/entity/Q1750610
MG,Chapada Gaúcha,3116159,http://dbpedia.org/resource/Chapada_Gaúcha,http://pt.dbpedia.org/resource/Chapada_Gaúcha,http://www.wikidata.org/entity/Q1755991
MG,Chapada do Norte,3116100,http://dbpedia.org/resource/Chapada_do_Norte,http://pt.dbpedia.org/resource/Chapada_do_Norte,http://www.wikidata.org/entity/Q1757078
MG,Chiador,3116209,http://dbpedia.org/resource/Chiador,http://pt.dbpedia.org/resource/Chiador,http://www.wikidata.org/entity/Q685517
MG,Chácara,3115904,"http://dbpedia.org/resource/Chácara,_Minas_Gerais",http://pt.dbpedia.org/resource/Chácara_(Minas_Gerais),http://www.wikidata.org/entity/Q1805747
MG,Cipotânea,3116308,http://dbpedia.org/resource/Cipotânea,http://pt.dbpedia.org/resource/Cipotânea,http://www.wikidata.org/entity/Q985574
MG,Claraval,3116407,http://dbpedia.org/resource/Claraval,http://pt.dbpedia.org/resource/Claraval,http://www.wikidata.org/entity/Q747994
MG,Claro dos Poções,3116506,http://dbpedia.org/resource/Claro_dos_Poções,http://pt.dbpedia.org/resource/Claro_dos_Poções,http://www.wikidata.org/entity/Q1791860
MG,Cláudio,3116605,"http://dbpedia.org/resource/Cláudio,_Minas_Gerais",http://pt.dbpedia.org/resource/Cláudio_(Minas_Gerais),http://www.wikidata.org/entity/Q22081182
MG,Coimbra,3116704,"http://dbpedia.org/resource/Coimbra,_Minas_Gerais",http://pt.dbpedia.org/resource/Coimbra_(Minas_Gerais),http://www.wikidata.org/entity/Q2063933
MG,Coluna,3116803,"http://dbpedia.org/resource/Coluna,_Minas_Gerais",http://pt.dbpedia.org/resource/Coluna_(Minas_Gerais),http://www.wikidata.org/entity/Q1780178
MG,Comendador Gomes,3116902,http://dbpedia.org/resource/Comendador_Gomes,http://pt.dbpedia.org/resource/Comendador_Gomes,http://www.wikidata.org/entity/Q1756070
MG,Comercinho,3117009,http://dbpedia.org/resource/Comercinho,http://pt.dbpedia.org/resource/Comercinho,http://www.wikidata.org/entity/Q1793138
MG,Conceição da Aparecida,3117108,http://dbpedia.org/resource/Conceição_da_Aparecida,http://pt.dbpedia.org/resource/Conceição_da_Aparecida,http://www.wikidata.org/entity/Q659342
MG,Conceição da Barra de Minas,3115201,http://dbpedia.org/resource/Conceição_da_Barra_de_Minas,http://pt.dbpedia.org/resource/Conceição_da_Barra_de_Minas,http://www.wikidata.org/entity/Q1756293
MG,Conceição das Alagoas,3117306,http://dbpedia.org/resource/Conceição_das_Alagoas,http://pt.dbpedia.org/resource/Conceição_das_Alagoas,http://www.wikidata.org/entity/Q745089
MG,Conceição das Pedras,3117207,http://dbpedia.org/resource/Conceição_das_Pedras,http://pt.dbpedia.org/resource/Conceição_das_Pedras,http://www.wikidata.org/entity/Q478514
MG,Conceição de Ipanema,3117405,http://dbpedia.org/resource/Conceição_de_Ipanema,http://pt.dbpedia.org/resource/Conceição_de_Ipanema,http://www.wikidata.org/entity/Q636229
MG,Conceição do Mato Dentro,3117504,,http://pt.dbpedia.org/resource/Conceição_do_Mato_Dentro,http://www.wikidata.org/entity/Q1792783
MG,Conceição do Pará,3117603,http://dbpedia.org/resource/Conceição_do_Pará,http://pt.dbpedia.org/resource/Conceição_do_Pará,http://www.wikidata.org/entity/Q1793134
MG,Conceição do Rio Verde,3117702,http://dbpedia.org/resource/Conceição_do_Rio_Verde,http://pt.dbpedia.org/resource/Conceição_do_Rio_Verde,http://www.wikidata.org/entity/Q1756600
MG,Conceição dos Ouros,3117801,http://dbpedia.org/resource/Conceição_dos_Ouros,http://pt.dbpedia.org/resource/Conceição_dos_Ouros,http://www.wikidata.org/entity/Q1792841
MG,Confins,3117876,http://dbpedia.org/resource/Confins,http://pt.dbpedia.org/resource/Confins,http://www.wikidata.org/entity/Q780786
MG,Congonhal,3117900,http://dbpedia.org/resource/Congonhal,http://pt.dbpedia.org/resource/Congonhal,http://www.wikidata.org/entity/Q1791942
MG,Congonhas,3118007,http://dbpedia.org/resource/Congonhas,http://pt.dbpedia.org/resource/Congonhas,http://www.wikidata.org/entity/Q275654
MG,Congonhas do Norte,3118106,http://dbpedia.org/resource/Congonhas_do_Norte,http://pt.dbpedia.org/resource/Congonhas_do_Norte,http://www.wikidata.org/entity/Q1792271
MG,Conquista,3118205,"http://dbpedia.org/resource/Conquista,_Minas_Gerais",http://pt.dbpedia.org/resource/Conquista,http://www.wikidata.org/entity/Q2007414
MG,Conselheiro Lafaiete,3118304,http://dbpedia.org/resource/Conselheiro_Lafaiete,http://pt.dbpedia.org/resource/Conselheiro_Lafaiete,http://www.wikidata.org/entity/Q570312
MG,Conselheiro Pena,3118403,http://dbpedia.org/resource/Conselheiro_Pena,http://pt.dbpedia.org/resource/Conselheiro_Pena,http://www.wikidata.org/entity/Q1792851
MG,Consolação,3118502,"http://dbpedia.org/resource/Consolação,_Minas_Gerais",http://pt.dbpedia.org/resource/Consolação_(Minas_Gerais),http://www.wikidata.org/entity/Q1805751
MG,Contagem,3118601,http://dbpedia.org/resource/Contagem,http://pt.dbpedia.org/resource/Contagem,http://www.wikidata.org/entity/Q271333
MG,Coqueiral,3118700,,http://pt.dbpedia.org/resource/Coqueiral,http://www.wikidata.org/entity/Q1792777
MG,Coração de Jesus,3118809,http://dbpedia.org/resource/Coração_de_Jesus,http://pt.dbpedia.org/resource/Coração_de_Jesus_(Minas_Gerais),http://www.wikidata.org/entity/Q1779901
MG,Cordisburgo,3118908,http://dbpedia.org/resource/Cordisburgo,http://pt.dbpedia.org/resource/Cordisburgo,http://www.wikidata.org/entity/Q1792063
MG,Cordislândia,3119005,http://dbpedia.org/resource/Cordislândia,http://pt.dbpedia.org/resource/Cordislândia,http://www.wikidata.org/entity/Q1792968
MG,Corinto,3119104,"http://dbpedia.org/resource/Corinto,_Minas_Gerais",http://pt.dbpedia.org/resource/Corinto_(Minas_Gerais),http://www.wikidata.org/entity/Q2008000
MG,Coroaci,3119203,http://dbpedia.org/resource/Coroaci,http://pt.dbpedia.org/resource/Coroaci,http://www.wikidata.org/entity/Q631277
MG,Coromandel,3119302,"http://dbpedia.org/resource/Coromandel,_Minas_Gerais",http://pt.dbpedia.org/resource/Coromandel,http://www.wikidata.org/entity/Q1805792
MG,Coronel Fabriciano,3119401,http://dbpedia.org/resource/Coronel_Fabriciano,http://pt.dbpedia.org/resource/Coronel_Fabriciano,http://www.wikidata.org/entity/Q80004
MG,Coronel Murta,3119500,http://dbpedia.org/resource/Coronel_Murta,http://pt.dbpedia.org/resource/Coronel_Murta,http://www.wikidata.org/entity/Q1756364
MG,Coronel Pacheco,3119609,http://dbpedia.org/resource/Coronel_Pacheco,http://pt.dbpedia.org/resource/Coronel_Pacheco,http://www.wikidata.org/entity/Q1791759
MG,Coronel Xavier Chaves,3119708,http://dbpedia.org/resource/Coronel_Xavier_Chaves,http://pt.dbpedia.org/resource/Coronel_Xavier_Chaves,http://www.wikidata.org/entity/Q1756842
MG,Couto de Magalhães de Minas,3120102,http://dbpedia.org/resource/Couto_de_Magalhães_de_Minas,http://pt.dbpedia.org/resource/Couto_de_Magalhães_de_Minas,http://www.wikidata.org/entity/Q1792861
MG,Cristais,3120201,,http://pt.dbpedia.org/resource/Cristais_(Minas_Gerais),http://www.wikidata.org/entity/Q1793151
MG,Cristiano Otoni,3120409,http://dbpedia.org/resource/Cristiano_Otoni,http://pt.dbpedia.org/resource/Cristiano_Otoni,http://www.wikidata.org/entity/Q1793189
MG,Cristina,3120508,"http://dbpedia.org/resource/Cristina,_Minas_Gerais",http://pt.dbpedia.org/resource/Cristina_(Minas_Gerais),http://www.wikidata.org/entity/Q1796446
